Transaction ID #,Fech@_Registro,Nombre Cliente (RAW),Monto $$,Categoría_Producto/Tipo,Score (1-5),Notes & Comments,¿Es_Fraude?
2399.0,2020-04-09 22:00:00,Cliente_2398,649.36,,1.0,o s l x m d z i q x,0.0
2400.0,2020-04-09 23:00:00,Cliente_2399,$640.53,Electrónica,2.0,r z a o a k i z c a,0.0
2401.0,,,347.2,Hogar,cuatro,,0.0
2402.0,2020-04-10 01:00:00,,80.99,Libros,cuatro,d m g r r g f m w t,0.0
2403.0,2020-04-10 02:00:00,Cliente_2402,$415.53,Ropa,cuatro,e u s c d r o h w k,0.0
2404.0,2020-04-10 03:00:00,Cliente_2403,$318.11,Juguetes,4.0,e l g o v j e r c b,0.0
2405.0,2020-04-10 04:00:00,,680.35,Ropa,,j f f s j h y g t z,0.0
2406.0,2020-04-10 05:00:00,Cliente_2405,609.72,Electrónica,1.0,u v q p i c r y i j,
2407.0,2020-04-10 06:00:00,Cliente_2406,$370.95,Ropa,cuatro,t f l a t d e v k f,0.0
2408.0,2020-04-10 07:00:00,Cliente_2407,$225.71,Ropa,5.0,l k z d c i m z s t,0.0
2409.0,2020-04-10 08:00:00,Cliente_2408,988.16,Ropa,cinco,t t g c t a g d z r,0.0
2410.0,2020-04-10 09:00:00,Cliente_2409,459.46,Ropa,5.0,k a q b o c v g u g,0.0
2411.0,2020-04-10 10:00:00,Cliente_2410,691.39,Electrónica,3.0,q i b t y i a i q p,0.0
2412.0,2020-04-10 11:00:00,Cliente_2411,149.15 USD,Libros,3.0,d v x s k f u y y f,0.0
2413.0,2020-04-10 12:00:00,Cliente_2412,490.73,Hogar,5.0,,0.0
2414.0,2020-04-10 13:00:00,Cliente_2413,37.26,Juguetes,4.0,b j v k j w d e s c,0.0
2415.0,2020-04-10 14:00:00,,510.4,Hogar,1.0,,0.0
2416.0,2020-04-10 15:00:00,Cliente_2415,964.38,Hogar,2.0,h g x n s q g w j x,
2417.0,2020-04-10 16:00:00,Cliente_2416,390.36 USD,Juguetes,tres,c a q e z m d q i k,0.0
2418.0,2020-04-10 17:00:00,Cliente_2417,$48.61,Electrónica,4.0,r c r m d x y v x f,0.0
2419.0,2020-04-10 18:00:00,Cliente_2418,40.65,Juguetes,cuatro,e c l r c b n f q e,0.0
2420.0,2020-04-10 19:00:00,Cliente_2419,394.11,Electrónica,2.0,,0.0
2421.0,2020-04-10 20:00:00,Cliente_2420,168.42,Hogar,2.0,d n l a q j p q s j,0.0
2422.0,2020-04-10 21:00:00,Cliente_2421,$33.12,Electrónica,4.0,f g i a z a u j u g,0.0
2423.0,2020-04-10 22:00:00,Cliente_2422,758.65,Libros,2.0,m p x t i j b p n l,0.0
2424.0,2020-04-10 23:00:00,Cliente_2423,463.94,Juguetes,4.0,k g u h p s f k r r,0.0
,,Cliente_2424,296.35,Libros,dos,h b s d u o c b g o,0.0
2426.0,2020-04-11 01:00:00,Cliente_2425,$901.08,Hogar,2.0,d e b t c g j c i d,0.0
2427.0,2020-04-11 02:00:00,Cliente_2426,$124.98,Juguetes,4.0,c n o j g a o f t w,0.0
2428.0,2020-04-11 03:00:00,Cliente_2427,956.36,Hogar,5.0,,0.0
2429.0,2020-04-11 04:00:00,Cliente_2428,$320.83,Libros,4.0,,0.0
2430.0,2020-04-11 05:00:00,Cliente_2429,889.52,Hogar,1.0,b a d g s u z x l l,0.0
2431.0,2020-04-11 06:00:00,Cliente_2430,606.91,Juguetes,2.0,g j u u r v i e l n,0.0
2432.0,2020-04-11 07:00:00,Cliente_2431,828.44,Juguetes,3.0,c c u t q u h g j p,0.0
2433.0,,Cliente_2432,984.17,,dos,d k i v p l m g l r,0.0
2434.0,2020-04-11 09:00:00,Cliente_2433,295.52,Juguetes,1.0,d t n k d l p k d k,
2435.0,2020-04-11 10:00:00,Cliente_2434,961.52,Juguetes,tres,v y l f a j f c o w,0.0
2436.0,2020-04-11 11:00:00,Cliente_2435,395.59,Hogar,tres,m h z e d r y t h j,
2437.0,2020-04-11 12:00:00,,$391.66,Libros,cuatro,b h k j m f f h r b,0.0
2438.0,2020-04-11 13:00:00,Cliente_2437,346.98,Juguetes,5.0,l u r e r j h f p z,0.0
2439.0,2020-04-11 14:00:00,Cliente_2438,545.99,Juguetes,cuatro,t f y g a g i o o p,0.0
2440.0,2020-04-11 15:00:00,Cliente_2439,162.6,Juguetes,3.0,x y f o u g a o m p,0.0
2441.0,2020-04-11 16:00:00,Cliente_2440,558.17,Juguetes,3.0,q k f v t o e y u s,0.0
2442.0,2020-04-11 17:00:00,Cliente_2441,546.29,Hogar,cinco,y c q m b i f b x b,0.0
2443.0,2020-04-11 18:00:00,Cliente_2442,$764.28,Libros,2.0,t r p c l d e m n a,0.0
,2020-04-11 19:00:00,Cliente_2443,835.31,,5.0,n l p z k b v i l p,0.0
2445.0,2020-04-11 20:00:00,Cliente_2444,$446.04,Electrónica,cuatro,u s r v m h p q b e,0.0
,2020-04-11 21:00:00,Cliente_2445,309.31,Juguetes,dos,w c d h w u z j t o,1.0
2447.0,2020-04-11 22:00:00,,266.74,Juguetes,4.0,n c y z l m q r y s,0.0
2448.0,2020-04-11 23:00:00,Cliente_2447,202.68,,5.0,k g z f c p z j j v,0.0
2449.0,,Cliente_2448,67.07,Libros,dos,t t c p p f x n c v,0.0
2450.0,2020-04-12 01:00:00,Cliente_2449,349.02 USD,Ropa,5.0,,0.0
2451.0,2020-04-12 02:00:00,Cliente_2450,$277.55,Ropa,1.0,f v m l m e r e k u,0.0
2452.0,2020-04-12 03:00:00,Cliente_2451,966.75,Libros,tres,r k d v b p n g a w,0.0
2453.0,2020-04-12 04:00:00,Cliente_2452,$562.13,Juguetes,2.0,i p b m e j h n i f,0.0
2454.0,2020-04-12 05:00:00,Cliente_2453,353.8,Ropa,tres,s x v g p p t d m h,0.0
2455.0,2020-04-12 06:00:00,,584.66,Hogar,uno,t p e x u x c v b p,0.0
2456.0,2020-04-12 07:00:00,Cliente_2455,147.8,Hogar,2.0,t i w b t z y g m k,0.0
2457.0,2020-04-12 08:00:00,Cliente_2456,449.6,Electrónica,3.0,,0.0
2458.0,2020-04-12 09:00:00,Cliente_2457,629.97,Libros,3.0,,0.0
2459.0,2020-04-12 10:00:00,Cliente_2458,494.01,Libros,2.0,a u m k r i y b p s,0.0
2460.0,2020-04-12 11:00:00,Cliente_2459,$407.76,Ropa,tres,h w p m q x a z p w,
,2020-04-12 12:00:00,Cliente_2460,$993.91,Juguetes,tres,s l q x i y y k n b,0.0
2462.0,2020-04-12 13:00:00,Cliente_2461,881.51,Libros,dos,f z m y l m d m f h,0.0
2463.0,2020-04-12 14:00:00,Cliente_2462,627.17,Ropa,3.0,a x h q q t y c q w,0.0
,2020-04-12 15:00:00,Cliente_2463,573.68,Ropa,3.0,v f v k x e g i x c,0.0
2465.0,2020-04-12 16:00:00,Cliente_2464,624.45,Libros,4.0,o q i g h z w h r r,0.0
2466.0,2020-04-12 17:00:00,Cliente_2465,$209.3,Ropa,4.0,e h v t a p l j x c,0.0
2467.0,2020-04-12 18:00:00,Cliente_2466,401.19 USD,Electrónica,uno,,0.0
2468.0,2020-04-12 19:00:00,Cliente_2467,49.06,Electrónica,cuatro,f o s x m i v d v z,0.0
2469.0,2020-04-12 20:00:00,,480.79,Libros,cuatro,r q n v k b x u a f,0.0
2470.0,2020-04-12 21:00:00,Cliente_2469,547.59,Juguetes,1.0,j q e p z a y g j j,0.0
2471.0,2020-04-12 22:00:00,,235.47,Electrónica,3.0,,0.0
2472.0,2020-04-12 23:00:00,Cliente_2471,964.39,Electrónica,3.0,b v u e r v u u h h,0.0
2473.0,2020-04-13 00:00:00,Cliente_2472,,Libros,4.0,q d a l e t h e u r,0.0
2474.0,2020-04-13 01:00:00,Cliente_2473,724.92,Hogar,1.0,o f g f j y t j x g,0.0
2475.0,2020-04-13 02:00:00,Cliente_2474,538.05,Ropa,3.0,a l v v e g o j q d,0.0
2476.0,2020-04-13 03:00:00,Cliente_2475,871.27,Electrónica,5.0,i a g i v p j z w q,0.0
2477.0,2020-04-13 04:00:00,Cliente_2476,$139.35,Hogar,dos,y u z p w x v w g l,0.0
2478.0,2020-04-13 05:00:00,Cliente_2477,792.6,Juguetes,2.0,x w k i i c w k b l,0.0
2479.0,2020-04-13 06:00:00,Cliente_2478,133.57,Hogar,dos,u n a t u i d n l y,0.0
2480.0,2020-04-13 07:00:00,Cliente_2479,796.27,Libros,4.0,,0.0
2481.0,2020-04-13 08:00:00,Cliente_2480,283.01,Juguetes,dos,,0.0
2482.0,2020-04-13 09:00:00,Cliente_2481,878.32,Juguetes,dos,q x c z f n u y y l,0.0
2483.0,2020-04-13 10:00:00,Cliente_2482,944.6,Hogar,cinco,i m j l i q b s k a,0.0
2484.0,2020-04-13 11:00:00,Cliente_2483,157.31,,3.0,c m h o s e h f z p,0.0
2485.0,2020-04-13 12:00:00,Cliente_2484,468.05,Electrónica,5.0,q l n a z y i x q u,0.0
2486.0,2020-04-13 13:00:00,Cliente_2485,$981.18,Hogar,4.0,k s u f i b v t g e,0.0
,2020-04-13 14:00:00,Cliente_2486,488.57 USD,Electrónica,2.0,,0.0
2488.0,,Cliente_2487,$864.91,Hogar,tres,,0.0
2489.0,2020-04-13 16:00:00,Cliente_2488,592.84,Electrónica,dos,,0.0
2490.0,2020-04-13 17:00:00,Cliente_2489,,Hogar,2.0,b k i j a v a c t l,0.0
2491.0,2020-04-13 18:00:00,Cliente_2490,292.93,Juguetes,4.0,,0.0
2492.0,2020-04-13 19:00:00,Cliente_2491,211.19,Ropa,2.0,w s l n t b f i d y,0.0
2493.0,2020-04-13 20:00:00,Cliente_2492,764.18,Juguetes,1.0,t f h h q g n p t s,0.0
2494.0,2020-04-13 21:00:00,Cliente_2493,392.68,Electrónica,tres,g n r d f l k m v x,0.0
2495.0,,Cliente_2494,$516.16,Libros,3.0,,0.0
2496.0,2020-04-13 23:00:00,Cliente_2495,497.4,Juguetes,1.0,k y l i b p x x p v,0.0
,2020-04-14 00:00:00,Cliente_2496,$581.51,Ropa,4.0,g m u j h h g h n i,0.0
2498.0,2020-04-14 01:00:00,Cliente_2497,866.92 USD,Electrónica,2.0,p w l l g v a t g k,0.0
,,Cliente_2498,980.93,Juguetes,dos,k m a w a w k j i l,0.0
2500.0,2020-04-14 03:00:00,,413.51,Hogar,3.0,f c i m f u b p u q,0.0
2501.0,2020-04-14 04:00:00,Cliente_2500,829.24,Libros,cuatro,,0.0
2502.0,2020-04-14 05:00:00,Cliente_2501,,Electrónica,cuatro,g z u r k g y x w d,0.0
2503.0,,,577.79,Juguetes,4.0,k z q x r a y g a z,0.0
,2020-04-14 07:00:00,,956.49,Electrónica,2.0,t b t v p t j k c r,0.0
2505.0,2020-04-14 08:00:00,Cliente_2504,208.47,Hogar,4.0,p o t v z c c x n t,0.0
2506.0,2020-04-14 09:00:00,Cliente_2505,$118.17,Ropa,uno,l y k b s m l c q q,
2507.0,2020-04-14 10:00:00,Cliente_2506,$855.42,Juguetes,5.0,n r h m p k q u j x,0.0
2508.0,2020-04-14 11:00:00,Cliente_2507,444.76,Electrónica,cuatro,s a j d k z p a q b,0.0
2509.0,2020-04-14 12:00:00,Cliente_2508,848.5,Electrónica,5.0,s s r a e s m x w i,0.0
2510.0,2020-04-14 13:00:00,Cliente_2509,894.16 USD,Electrónica,dos,v r q k x b b b w n,0.0
2511.0,2020-04-14 14:00:00,Cliente_2510,71.83,Ropa,4.0,j i h w f p c l t i,0.0
2512.0,2020-04-14 15:00:00,Cliente_2511,884.63,Electrónica,3.0,,0.0
2513.0,2020-04-14 16:00:00,Cliente_2512,$453.84,Libros,2.0,e s u m f j c x r t,0.0
2514.0,2020-04-14 17:00:00,Cliente_2513,515.33,Libros,uno,k i w m h f z x b r,0.0
2515.0,2020-04-14 18:00:00,Cliente_2514,630.33,Electrónica,1.0,a j j g y k i v j y,1.0
2516.0,,Cliente_2515,927.12,Libros,5.0,y u j e d o i w u b,0.0
2517.0,,Cliente_2516,28.92,Juguetes,5.0,p h x u b e z z i u,0.0
2518.0,2020-04-14 21:00:00,Cliente_2517,482.08,Libros,3.0,v z c l t e n y c f,
2519.0,2020-04-14 22:00:00,,$690.84,Electrónica,tres,n y c x t t z y b g,0.0
2520.0,2020-04-14 23:00:00,Cliente_2519,725.48,Hogar,1.0,k g s z e x c p j m,0.0
2521.0,2020-04-15 00:00:00,Cliente_2520,695.61 USD,Juguetes,4.0,v z w v t c b i m f,0.0
2522.0,2020-04-15 01:00:00,Cliente_2521,$143.09,Ropa,1.0,c c s c g i q j w y,0.0
2523.0,2020-04-15 02:00:00,Cliente_2522,306.4,Electrónica,uno,i b b h a l c s x q,0.0
2524.0,2020-04-15 03:00:00,Cliente_2523,365.13,Ropa,3.0,x k p h t i k v l t,1.0
2525.0,2020-04-15 04:00:00,Cliente_2524,806.39,Hogar,5.0,h z h u t e p d y w,0.0
2526.0,2020-04-15 05:00:00,,285.97,Ropa,tres,p i b h c q t c k c,0.0
2527.0,,,218.6 USD,Electrónica,3.0,s j q r c b t v s n,0.0
2528.0,2020-04-15 07:00:00,Cliente_2527,$957.87,Electrónica,tres,d r d t k d v y d c,0.0
2529.0,2020-04-15 08:00:00,Cliente_2528,$18.77,Hogar,uno,v j q e u v o j d n,0.0
2530.0,2020-04-15 09:00:00,,$997.84,,cuatro,q m u s t a o d u q,0.0
2531.0,,Cliente_2530,680.05,Hogar,1.0,,0.0
2532.0,2020-04-15 11:00:00,Cliente_2531,830.18,Hogar,2.0,r x g i m d u o y d,0.0
2533.0,2020-04-15 12:00:00,Cliente_2532,$301.67,Electrónica,3.0,j h e s b r n y q s,0.0
2534.0,2020-04-15 13:00:00,Cliente_2533,24.17,Libros,tres,d q n a j h a u v g,1.0
2535.0,2020-04-15 14:00:00,Cliente_2534,$740.49,Hogar,dos,k j h m l u s p i s,0.0
2536.0,,Cliente_2535,835.8,Electrónica,3.0,a w q z p i k r f c,0.0
2537.0,2020-04-15 16:00:00,Cliente_2536,743.07,Libros,3.0,k q j u f o n y l w,0.0
,2020-04-15 17:00:00,Cliente_2537,$151.42,Hogar,3.0,j s x p v b k y k d,0.0
2539.0,2020-04-15 18:00:00,Cliente_2538,755.89,Libros,2.0,y v a c c s f j x m,0.0
2540.0,2020-04-15 19:00:00,Cliente_2539,771.23,Juguetes,1.0,p r l w t q f a i t,0.0
,2020-04-15 20:00:00,Cliente_2540,661.96,Juguetes,3.0,s w n u t s o y o i,0.0
,2020-04-15 21:00:00,Cliente_2541,768.45 USD,Libros,cuatro,,0.0
2543.0,2020-04-15 22:00:00,Cliente_2542,$847.46,Hogar,dos,w y k f b o s d s m,0.0
2544.0,2020-04-15 23:00:00,Cliente_2543,617.47 USD,Electrónica,5.0,v g n n v n u v i r,0.0
2545.0,2020-04-16 00:00:00,Cliente_2544,97.72,Ropa,dos,d x j r r r w e x s,0.0
2546.0,2020-04-16 01:00:00,Cliente_2545,492.75 USD,Electrónica,1.0,x t c f g f l n i n,0.0
2547.0,2020-04-16 02:00:00,Cliente_2546,86.87,Ropa,dos,h y k x q n p k i o,0.0
2548.0,2020-04-16 03:00:00,Cliente_2547,$413.47,Ropa,cinco,m g h i o i c j f y,0.0
2549.0,2020-04-16 04:00:00,Cliente_2548,$413.04,Hogar,4.0,i i u i q y s m n l,0.0
2550.0,2020-04-16 05:00:00,,$75.35,Libros,cinco,h z b q z k x y l i,0.0
2551.0,2020-04-16 06:00:00,Cliente_2550,355.33,Electrónica,2.0,d t d q m g f p j i,0.0
2552.0,2020-04-16 07:00:00,,$119.89,Libros,cinco,t u l x p l p g s x,0.0
2553.0,2020-04-16 08:00:00,,$810.15,Juguetes,2.0,b y j n e v k e a t,0.0
2554.0,2020-04-16 09:00:00,Cliente_2553,948.21,,cuatro,i m q e h d h o t h,0.0
2555.0,2020-04-16 10:00:00,Cliente_2554,81.59,Hogar,4.0,,0.0
2556.0,2020-04-16 11:00:00,Cliente_2555,955.56,Juguetes,1.0,q n a a f x o b w w,0.0
2557.0,2020-04-16 12:00:00,Cliente_2556,527.35,Electrónica,4.0,l g u n k t c i g k,0.0
2558.0,2020-04-16 13:00:00,Cliente_2557,306.57,Juguetes,3.0,a g e k p l w y v k,0.0
2559.0,2020-04-16 14:00:00,Cliente_2558,86.09,Electrónica,5.0,s m b i f y w h o c,
2560.0,2020-04-16 15:00:00,Cliente_2559,505.62,,5.0,r s v j l q r u j b,0.0
2561.0,2020-04-16 16:00:00,Cliente_2560,$796.57,Hogar,2.0,z w y z s w q r o w,0.0
2562.0,2020-04-16 17:00:00,Cliente_2561,710.02,Electrónica,cuatro,r l w o c e e g y j,0.0
2563.0,2020-04-16 18:00:00,Cliente_2562,$59.72,,1.0,m n h k l p v v v c,0.0
2564.0,2020-04-16 19:00:00,,$82.17,Libros,uno,u o o c n l j b o r,0.0
,2020-04-16 20:00:00,Cliente_2564,408.84,Hogar,uno,h u p e f c x q e t,0.0
2566.0,2020-04-16 21:00:00,Cliente_2565,302.34,Juguetes,3.0,t n q r m l l j i x,0.0
2567.0,2020-04-16 22:00:00,Cliente_2566,240.06,Juguetes,cuatro,,0.0
2568.0,2020-04-16 23:00:00,Cliente_2567,288.19,Electrónica,1.0,m m i k o y s v g p,0.0
2569.0,2020-04-17 00:00:00,Cliente_2568,$805.45,Juguetes,3.0,x m y s h c f p m z,0.0
,2020-04-17 01:00:00,Cliente_2569,929.94,Hogar,cinco,r c y q m w t p g r,0.0
2571.0,2020-04-17 02:00:00,Cliente_2570,411.05,Electrónica,dos,v r s m e y m n k c,0.0
2572.0,2020-04-17 03:00:00,Cliente_2571,907.05,Ropa,cuatro,i q t m c n w j f r,0.0
2573.0,2020-04-17 04:00:00,Cliente_2572,328.28,Juguetes,cuatro,d w n z j a u t u v,0.0
2574.0,2020-04-17 05:00:00,Cliente_2573,$481.67,Juguetes,cinco,m p v j n q k e x n,0.0
2575.0,2020-04-17 06:00:00,Cliente_2574,$233.77,Electrónica,4.0,x q d f e f t u q l,0.0
2576.0,2020-04-17 07:00:00,Cliente_2575,644.07,Libros,cuatro,h m g u z l s g z r,0.0
2577.0,2020-04-17 08:00:00,Cliente_2576,,,4.0,m v v g h o s o z n,0.0
2578.0,2020-04-17 09:00:00,Cliente_2577,607.46,Hogar,cuatro,f y j t a l e v c c,0.0
2579.0,,Cliente_2578,$364.24,Juguetes,3.0,,0.0
2580.0,2020-04-17 11:00:00,Cliente_2579,651.34,Ropa,tres,a o s e n i c x e t,1.0
2581.0,2020-04-17 12:00:00,Cliente_2580,131.69,,dos,j v g o u p l r j f,0.0
,2020-04-17 13:00:00,Cliente_2581,$889.77,Libros,4.0,l z j r j n k m l d,0.0
2583.0,2020-04-17 14:00:00,Cliente_2582,508.05 USD,Juguetes,cinco,n h c f u v t p b e,0.0
2584.0,2020-04-17 15:00:00,,454.86,Electrónica,uno,p x i m i p l w x i,0.0
2585.0,2020-04-17 16:00:00,Cliente_2584,590.01,,2.0,s s k t w y g z f t,0.0
2586.0,,Cliente_2585,$628.54,Libros,uno,z r r x r f j q v o,0.0
2587.0,2020-04-17 18:00:00,Cliente_2586,81.06,Electrónica,1.0,d v n z i y r g s v,0.0
2588.0,,Cliente_2587,685.79,Hogar,cuatro,y s u d n t k y c v,0.0
2589.0,,Cliente_2588,249.51,,5.0,r y u e g r i e j y,0.0
2590.0,2020-04-17 21:00:00,Cliente_2589,716.81,Ropa,uno,p u o u d i q h z t,0.0
2591.0,2020-04-17 22:00:00,Cliente_2590,824.31,Electrónica,1.0,l g q j j f j v h y,0.0
2592.0,,Cliente_2591,805.92,Hogar,dos,c c u n w x i f x e,0.0
2593.0,,Cliente_2592,556.98,Juguetes,cinco,z r d f v q c p l y,0.0
2594.0,2020-04-18 01:00:00,,524.97,Electrónica,5.0,l h c u h m c j d a,0.0
2595.0,2020-04-18 02:00:00,,151.45,Electrónica,1.0,,0.0
2596.0,2020-04-18 03:00:00,Cliente_2595,$777.59,Electrónica,5.0,k f n w k h x b o z,0.0
2597.0,2020-04-18 04:00:00,Cliente_2596,$278.7,Electrónica,2.0,r m c o u j t j m r,0.0
2598.0,2020-04-18 05:00:00,Cliente_2597,501.73,Hogar,dos,r b k y m b o v k b,0.0
2599.0,2020-04-18 06:00:00,Cliente_2598,$291.43,Libros,dos,,0.0
2600.0,2020-04-18 07:00:00,Cliente_2599,$142.49,Libros,4.0,g l h p c a s r f r,0.0
2601.0,2020-04-18 08:00:00,Cliente_2600,633.26,,1.0,k x u o z s t q f d,0.0
2602.0,2020-04-18 09:00:00,Cliente_2601,,Hogar,cinco,v z s p r d b w o c,0.0
2603.0,2020-04-18 10:00:00,Cliente_2602,751.16,Hogar,dos,k o p m a h d i g p,0.0
2604.0,2020-04-18 11:00:00,Cliente_2603,$324.41,Electrónica,1.0,q k d w y k a e l t,0.0
2605.0,2020-04-18 12:00:00,Cliente_2604,10.13,Ropa,1.0,t o n j h a w y g u,1.0
2606.0,,Cliente_2605,516.02,Electrónica,4.0,j g n h r q c k l x,0.0
2607.0,2020-04-18 14:00:00,Cliente_2606,56.38,Ropa,5.0,i c i x j f r i a e,0.0
2608.0,2020-04-18 15:00:00,,$283.41,Electrónica,5.0,c b v c x g c i n q,0.0
2609.0,2020-04-18 16:00:00,Cliente_2608,709.91,Ropa,2.0,s o a f v w l m m w,1.0
2610.0,2020-04-18 17:00:00,Cliente_2609,72.06,Ropa,2.0,s e i n x x h d x s,1.0
2611.0,2020-04-18 18:00:00,Cliente_2610,$840.95,,uno,a c k o g q o i g k,0.0
2612.0,2020-04-18 19:00:00,Cliente_2611,$13.78,Ropa,,g t l v l w l b k f,0.0
2613.0,2020-04-18 20:00:00,Cliente_2612,$254.36,Juguetes,5.0,i y v y u l q v v q,0.0
2614.0,2020-04-18 21:00:00,Cliente_2613,743.5 USD,Libros,2.0,m g f e p k v s i t,0.0
,2020-04-18 22:00:00,Cliente_2614,$323.11,Hogar,3.0,m z z i u h h n b h,0.0
2616.0,2020-04-18 23:00:00,Cliente_2615,110.87,Ropa,1.0,w l u v o z k w v e,0.0
2617.0,2020-04-19 00:00:00,Cliente_2616,366.63,Ropa,5.0,b p w x j p x u k d,0.0
2618.0,2020-04-19 01:00:00,Cliente_2617,277.69,Hogar,4.0,c m z m h l h t k l,0.0
2619.0,,Cliente_2618,844.28,Ropa,cuatro,n u d k o h i y r t,0.0
,2020-04-19 03:00:00,Cliente_2619,320.21,Hogar,tres,p p g r n j k v j p,0.0
2621.0,2020-04-19 04:00:00,Cliente_2620,791.04,Electrónica,dos,p x y s k f d k o a,0.0
2622.0,2020-04-19 05:00:00,Cliente_2621,$892.95,Juguetes,dos,t l l l p m t f o v,
2623.0,2020-04-19 06:00:00,Cliente_2622,$439.48,Juguetes,2.0,d f m e t t l r c y,0.0
2624.0,2020-04-19 07:00:00,Cliente_2623,910.84,Libros,cuatro,,0.0
2625.0,2020-04-19 08:00:00,Cliente_2624,383.54,Ropa,2.0,e f g r u b d q y g,0.0
2626.0,2020-04-19 09:00:00,Cliente_2625,964.44,Libros,4.0,j u v x v y j z g f,0.0
2627.0,2020-04-19 10:00:00,Cliente_2626,98.4,Electrónica,3.0,x k i d i n k u p c,0.0
2628.0,2020-04-19 11:00:00,Cliente_2627,690.15 USD,Juguetes,1.0,n g s b u w g n v i,0.0
2629.0,2020-04-19 12:00:00,Cliente_2628,$498.88,Electrónica,5.0,n u i c z q t n a e,0.0
2630.0,2020-04-19 13:00:00,Cliente_2629,$393.77,Electrónica,3.0,j i d u i z k z z j,0.0
2631.0,2020-04-19 14:00:00,Cliente_2630,636.38,Ropa,cuatro,,0.0
2632.0,2020-04-19 15:00:00,Cliente_2631,706.82,,tres,,0.0
2633.0,2020-04-19 16:00:00,,$14.32,Juguetes,5.0,o z x y u r o m n m,0.0
2634.0,2020-04-19 17:00:00,Cliente_2633,,Libros,1.0,x n f u b u u o u e,0.0
,2020-04-19 18:00:00,Cliente_2634,$715.92,Juguetes,5.0,v m r k h l g t o n,0.0
2636.0,2020-04-19 19:00:00,Cliente_2635,$669.72,Ropa,4.0,m a c b n i r d a r,0.0
,2020-04-19 20:00:00,Cliente_2636,$966.39,Juguetes,5.0,,0.0
2638.0,2020-04-19 21:00:00,Cliente_2637,763.43,Hogar,tres,d w b w g k w i t u,0.0
2639.0,,,951.26,Libros,2.0,j k r l h v f s b n,0.0
,2020-04-19 23:00:00,Cliente_2639,705.52 USD,Hogar,3.0,t h o y e a z n m x,0.0
,2020-04-20 00:00:00,,305.07,Hogar,cuatro,r f n q l u w i z d,0.0
2642.0,2020-04-20 01:00:00,Cliente_2641,$114.31,Ropa,1.0,d m g r i s q l c b,0.0
2643.0,2020-04-20 02:00:00,Cliente_2642,784.01,Electrónica,cinco,c l p w m d q j o b,0.0
2644.0,2020-04-20 03:00:00,Cliente_2643,$647.71,Hogar,1.0,w e s j g s z l a g,0.0
2645.0,2020-04-20 04:00:00,Cliente_2644,$57.7,Juguetes,4.0,q f m i e x i z q j,0.0
2646.0,2020-04-20 05:00:00,Cliente_2645,$366.45,Electrónica,cinco,i d l f p l h e a u,0.0
2647.0,2020-04-20 06:00:00,Cliente_2646,$957.23,Juguetes,tres,i y h w z z x h v v,0.0
2648.0,2020-04-20 07:00:00,Cliente_2647,505.4,Juguetes,3.0,p e d p n o s e q y,0.0
2649.0,2020-04-20 08:00:00,Cliente_2648,438.4,Electrónica,cuatro,z x s g y l u m w g,0.0
,,Cliente_2649,$463.12,Electrónica,5.0,e h q i h x n e z j,0.0
2651.0,2020-04-20 10:00:00,Cliente_2650,216.79,Juguetes,tres,m i k s h x w q v p,0.0
2652.0,2020-04-20 11:00:00,Cliente_2651,375.02 USD,Ropa,cuatro,o t f y q q d m w y,0.0
2653.0,2020-04-20 12:00:00,Cliente_2652,376.12,Libros,cuatro,,0.0
2654.0,2020-04-20 13:00:00,,61.83,Libros,1.0,k s z v d g d a k p,0.0
2655.0,2020-04-20 14:00:00,Cliente_2654,$769.89,Ropa,3.0,b t s g v z x r d g,0.0
2656.0,2020-04-20 15:00:00,Cliente_2655,$422.34,Electrónica,5.0,y c l v k x g y i o,0.0
2657.0,2020-04-20 16:00:00,Cliente_2656,$823.96,Juguetes,3.0,u w q n d p f z p z,0.0
2658.0,2020-04-20 17:00:00,Cliente_2657,851.84,Libros,tres,h u e o q v z q i k,0.0
2659.0,2020-04-20 18:00:00,Cliente_2658,219.87,Juguetes,tres,k s u u c j w a e l,0.0
2660.0,2020-04-20 19:00:00,Cliente_2659,660.78,Ropa,cuatro,x t m u k a s d o o,0.0
2661.0,2020-04-20 20:00:00,,$477.56,Juguetes,2.0,s q l v k w q h l m,0.0
2662.0,2020-04-20 21:00:00,Cliente_2661,881.36,Ropa,2.0,v s i r b x e g k m,0.0
2663.0,2020-04-20 22:00:00,Cliente_2662,223.58 USD,Electrónica,uno,d s b l y v g o q h,0.0
,2020-04-20 23:00:00,Cliente_2663,$681.04,Ropa,3.0,g o p h w t r w u r,0.0
2665.0,2020-04-21 00:00:00,Cliente_2664,611.67,Ropa,dos,e m s i f v v c f a,0.0
2666.0,2020-04-21 01:00:00,Cliente_2665,$302.35,Libros,1.0,m h g x r b z l c e,0.0
2667.0,2020-04-21 02:00:00,,145.23,Juguetes,cuatro,h m g q o e v e g j,0.0
2668.0,2020-04-21 03:00:00,Cliente_2667,$655.12,Libros,3.0,i b b g d c a s j j,0.0
2669.0,2020-04-21 04:00:00,Cliente_2668,$741.21,Hogar,cinco,,0.0
,2020-04-21 05:00:00,Cliente_2669,$322.47,Ropa,4.0,r y k b p e v w d g,0.0
2671.0,2020-04-21 06:00:00,Cliente_2670,648.38,Hogar,1.0,u a m n p v v t x x,1.0
